[2024.06.13 00:00:00 - info ] Trading session ???????0900[FD0900] state reset
[2024.06.13 00:00:00 - info ] Trading session ???????0915[FD0915] state reset
[2024.06.13 00:00:00 - info ] Trading session ???????0930[SD0930] state reset
[2024.06.13 00:15:25 - info ] 2902200 ticks received from exchange SHFE
[2024.06.13 00:15:28 - info ] 2902400 ticks received from exchange SHFE
[2024.06.13 00:15:31 - info ] 2902600 ticks received from exchange SHFE
[2024.06.13 00:15:31 - info ] 693400 ticks received from exchange INE
[2024.06.13 00:15:33 - info ] 2902800 ticks received from exchange SHFE
[2024.06.13 00:15:36 - info ] 2903000 ticks received from exchange SHFE
[2024.06.13 00:15:39 - info ] 2903200 ticks received from exchange SHFE
[2024.06.13 00:15:42 - info ] 2903400 ticks received from exchange SHFE
[2024.06.13 00:15:45 - info ] 2903600 ticks received from exchange SHFE
[2024.06.13 00:15:48 - info ] 2903800 ticks received from exchange SHFE
[2024.06.13 00:15:48 - info ] 693600 ticks received from exchange INE
[2024.06.13 00:15:52 - info ] 2904000 ticks received from exchange SHFE
[2024.06.13 00:15:55 - info ] 2904200 ticks received from exchange SHFE
[2024.06.13 00:15:58 - info ] 2904400 ticks received from exchange SHFE
[2024.06.13 00:16:01 - info ] 2904600 ticks received from exchange SHFE
[2024.06.13 00:16:02 - info ] 693800 ticks received from exchange INE
[2024.06.13 00:16:04 - info ] 2904800 ticks received from exchange SHFE
[2024.06.13 00:16:07 - info ] 2905000 ticks received from exchange SHFE
[2024.06.13 00:16:09 - info ] 2905200 ticks received from exchange SHFE
[2024.06.13 00:16:12 - info ] 2905400 ticks received from exchange SHFE
[2024.06.13 00:16:15 - info ] 2905600 ticks received from exchange SHFE
[2024.06.13 00:16:16 - info ] 694000 ticks received from exchange INE
[2024.06.13 00:16:19 - info ] 2905800 ticks received from exchange SHFE
[2024.06.13 00:16:22 - info ] 2906000 ticks received from exchange SHFE
[2024.06.13 00:16:25 - info ] 2906200 ticks received from exchange SHFE
[2024.06.13 00:16:29 - info ] 2906400 ticks received from exchange SHFE
[2024.06.13 00:16:32 - info ] 2906600 ticks received from exchange SHFE
[2024.06.13 00:16:33 - info ] 694200 ticks received from exchange INE
[2024.06.13 00:16:36 - info ] 2906800 ticks received from exchange SHFE
[2024.06.13 00:16:39 - info ] 2907000 ticks received from exchange SHFE
[2024.06.13 00:16:44 - info ] 2907200 ticks received from exchange SHFE
[2024.06.13 00:16:47 - info ] 2907400 ticks received from exchange SHFE
[2024.06.13 00:16:50 - info ] 2907600 ticks received from exchange SHFE
[2024.06.13 00:16:52 - info ] 694400 ticks received from exchange INE
[2024.06.13 00:16:53 - info ] 2907800 ticks received from exchange SHFE
[2024.06.13 00:16:56 - info ] 2908000 ticks received from exchange SHFE
[2024.06.13 00:16:59 - info ] 2908200 ticks received from exchange SHFE
[2024.06.13 00:17:01 - info ] 2908400 ticks received from exchange SHFE
[2024.06.13 00:17:04 - info ] 2908600 ticks received from exchange SHFE
[2024.06.13 00:17:07 - info ] 2908800 ticks received from exchange SHFE
[2024.06.13 00:17:10 - info ] 694600 ticks received from exchange INE
[2024.06.13 00:17:10 - info ] 2909000 ticks received from exchange SHFE
[2024.06.13 00:17:14 - info ] 2909200 ticks received from exchange SHFE
[2024.06.13 00:17:16 - info ] 2909400 ticks received from exchange SHFE
[2024.06.13 00:17:18 - info ] 2909600 ticks received from exchange SHFE
[2024.06.13 00:17:21 - info ] 2909800 ticks received from exchange SHFE
[2024.06.13 00:17:24 - info ] 2910000 ticks received from exchange SHFE
[2024.06.13 00:17:24 - info ] 694800 ticks received from exchange INE
[2024.06.13 00:17:27 - info ] 2910200 ticks received from exchange SHFE
[2024.06.13 00:17:31 - info ] 2910400 ticks received from exchange SHFE
[2024.06.13 00:17:35 - info ] 2910600 ticks received from exchange SHFE
[2024.06.13 00:17:37 - info ] 695000 ticks received from exchange INE
[2024.06.13 00:17:39 - info ] 2910800 ticks received from exchange SHFE
[2024.06.13 00:17:43 - info ] 2911000 ticks received from exchange SHFE
[2024.06.13 00:17:47 - info ] 2911200 ticks received from exchange SHFE
[2024.06.13 00:17:49 - info ] 2911400 ticks received from exchange SHFE
[2024.06.13 00:17:53 - info ] 2911600 ticks received from exchange SHFE
[2024.06.13 00:17:56 - info ] 695200 ticks received from exchange INE
[2024.06.13 00:17:56 - info ] 2911800 ticks received from exchange SHFE
[2024.06.13 00:18:01 - info ] 2912000 ticks received from exchange SHFE
[2024.06.13 00:18:04 - info ] 2912200 ticks received from exchange SHFE
[2024.06.13 00:18:07 - info ] 2912400 ticks received from exchange SHFE
[2024.06.13 00:18:10 - info ] 695400 ticks received from exchange INE
[2024.06.13 00:18:12 - info ] 2912600 ticks received from exchange SHFE
[2024.06.13 00:18:16 - info ] 2912800 ticks received from exchange SHFE
[2024.06.13 00:18:20 - info ] 2913000 ticks received from exchange SHFE
[2024.06.13 00:18:22 - info ] 2913200 ticks received from exchange SHFE
[2024.06.13 00:18:24 - info ] 695600 ticks received from exchange INE
[2024.06.13 00:18:26 - info ] 2913400 ticks received from exchange SHFE
[2024.06.13 00:18:30 - info ] 2913600 ticks received from exchange SHFE
[2024.06.13 00:18:33 - info ] 2913800 ticks received from exchange SHFE
[2024.06.13 00:18:37 - info ] 695800 ticks received from exchange INE
[2024.06.13 00:18:37 - info ] 2914000 ticks received from exchange SHFE
[2024.06.13 00:18:39 - info ] 2914200 ticks received from exchange SHFE
[2024.06.13 00:18:43 - info ] 2914400 ticks received from exchange SHFE
[2024.06.13 00:18:46 - info ] 2914600 ticks received from exchange SHFE
[2024.06.13 00:18:49 - info ] 2914800 ticks received from exchange SHFE
[2024.06.13 00:18:54 - info ] 2915000 ticks received from exchange SHFE
[2024.06.13 00:18:55 - info ] 696000 ticks received from exchange INE
[2024.06.13 00:18:57 - info ] 2915200 ticks received from exchange SHFE
[2024.06.13 00:19:01 - info ] 2915400 ticks received from exchange SHFE
[2024.06.13 00:19:03 - info ] 2915600 ticks received from exchange SHFE
[2024.06.13 00:19:07 - info ] 2915800 ticks received from exchange SHFE
[2024.06.13 00:19:11 - info ] 2916000 ticks received from exchange SHFE
[2024.06.13 00:19:12 - info ] 696200 ticks received from exchange INE
[2024.06.13 00:19:16 - info ] 2916200 ticks received from exchange SHFE
[2024.06.13 00:19:20 - info ] 2916400 ticks received from exchange SHFE
[2024.06.13 00:19:23 - info ] 2916600 ticks received from exchange SHFE
[2024.06.13 00:19:26 - info ] 2916800 ticks received from exchange SHFE
[2024.06.13 00:19:28 - info ] 696400 ticks received from exchange INE
[2024.06.13 00:19:28 - info ] 2917000 ticks received from exchange SHFE
[2024.06.13 00:19:32 - info ] 2917200 ticks received from exchange SHFE
[2024.06.13 00:19:35 - info ] 2917400 ticks received from exchange SHFE
[2024.06.13 00:19:38 - info ] 2917600 ticks received from exchange SHFE
[2024.06.13 00:19:41 - info ] 2917800 ticks received from exchange SHFE
[2024.06.13 00:19:45 - info ] 2918000 ticks received from exchange SHFE
[2024.06.13 00:19:45 - info ] 696600 ticks received from exchange INE
[2024.06.13 00:19:48 - info ] 2918200 ticks received from exchange SHFE
[2024.06.13 00:19:50 - info ] 2918400 ticks received from exchange SHFE
[2024.06.13 00:19:54 - info ] 2918600 ticks received from exchange SHFE
[2024.06.13 00:19:58 - info ] 2918800 ticks received from exchange SHFE
[2024.06.13 00:19:58 - info ] 696800 ticks received from exchange INE
[2024.06.13 00:20:00 - info ] 2919000 ticks received from exchange SHFE
[2024.06.13 00:20:04 - info ] 2919200 ticks received from exchange SHFE
[2024.06.13 00:20:07 - info ] 2919400 ticks received from exchange SHFE
[2024.06.13 00:20:10 - info ] 2919600 ticks received from exchange SHFE
[2024.06.13 00:20:11 - info ] 697000 ticks received from exchange INE
[2024.06.13 00:20:13 - info ] 2919800 ticks received from exchange SHFE
[2024.06.13 00:20:17 - info ] 2920000 ticks received from exchange SHFE
[2024.06.13 00:20:21 - info ] 2920200 ticks received from exchange SHFE
[2024.06.13 00:20:25 - info ] 2920400 ticks received from exchange SHFE
[2024.06.13 00:20:28 - info ] 2920600 ticks received from exchange SHFE
[2024.06.13 00:20:31 - info ] 2920800 ticks received from exchange SHFE
[2024.06.13 00:20:31 - info ] 697200 ticks received from exchange INE
[2024.06.13 00:20:34 - info ] 2921000 ticks received from exchange SHFE
[2024.06.13 00:20:37 - info ] 2921200 ticks received from exchange SHFE
[2024.06.13 00:20:41 - info ] 2921400 ticks received from exchange SHFE
[2024.06.13 00:20:45 - info ] 2921600 ticks received from exchange SHFE
[2024.06.13 00:20:49 - info ] 2921800 ticks received from exchange SHFE
[2024.06.13 00:20:51 - info ] 697400 ticks received from exchange INE
[2024.06.13 00:20:52 - info ] 2922000 ticks received from exchange SHFE
[2024.06.13 00:20:55 - info ] 2922200 ticks received from exchange SHFE
[2024.06.13 00:20:59 - info ] 2922400 ticks received from exchange SHFE
[2024.06.13 00:21:01 - info ] 2922600 ticks received from exchange SHFE
[2024.06.13 00:21:03 - info ] 2922800 ticks received from exchange SHFE
[2024.06.13 00:21:07 - info ] 2923000 ticks received from exchange SHFE
[2024.06.13 00:21:09 - info ] 697600 ticks received from exchange INE
[2024.06.13 00:21:11 - info ] 2923200 ticks received from exchange SHFE
[2024.06.13 00:21:15 - info ] 2923400 ticks received from exchange SHFE
[2024.06.13 00:21:18 - info ] 2923600 ticks received from exchange SHFE
[2024.06.13 00:21:21 - info ] 2923800 ticks received from exchange SHFE
[2024.06.13 00:21:25 - info ] 2924000 ticks received from exchange SHFE
[2024.06.13 00:21:25 - info ] 697800 ticks received from exchange INE
[2024.06.13 00:21:28 - info ] 2924200 ticks received from exchange SHFE
[2024.06.13 00:21:31 - info ] 2924400 ticks received from exchange SHFE
[2024.06.13 00:21:35 - info ] 2924600 ticks received from exchange SHFE
[2024.06.13 00:21:38 - info ] 2924800 ticks received from exchange SHFE
[2024.06.13 00:21:40 - info ] 698000 ticks received from exchange INE
[2024.06.13 00:21:43 - info ] 2925000 ticks received from exchange SHFE
[2024.06.13 00:21:47 - info ] 2925200 ticks received from exchange SHFE
[2024.06.13 00:21:51 - info ] 2925400 ticks received from exchange SHFE
[2024.06.13 00:21:53 - info ] 698200 ticks received from exchange INE
[2024.06.13 00:21:54 - info ] 2925600 ticks received from exchange SHFE
[2024.06.13 00:21:58 - info ] 2925800 ticks received from exchange SHFE
[2024.06.13 00:22:01 - info ] 2926000 ticks received from exchange SHFE
[2024.06.13 00:22:04 - info ] 2926200 ticks received from exchange SHFE
[2024.06.13 00:22:09 - info ] 2926400 ticks received from exchange SHFE
[2024.06.13 00:22:09 - info ] 698400 ticks received from exchange INE
[2024.06.13 00:22:14 - info ] 2926600 ticks received from exchange SHFE
[2024.06.13 00:22:19 - info ] 2926800 ticks received from exchange SHFE
[2024.06.13 00:22:24 - info ] 2927000 ticks received from exchange SHFE
[2024.06.13 00:22:28 - info ] 698600 ticks received from exchange INE
[2024.06.13 00:22:29 - info ] 2927200 ticks received from exchange SHFE
[2024.06.13 00:22:32 - info ] 2927400 ticks received from exchange SHFE
[2024.06.13 00:22:36 - info ] 2927600 ticks received from exchange SHFE
[2024.06.13 00:22:41 - info ] 2927800 ticks received from exchange SHFE
[2024.06.13 00:22:44 - info ] 698800 ticks received from exchange INE
[2024.06.13 00:22:45 - info ] 2928000 ticks received from exchange SHFE
[2024.06.13 00:22:50 - info ] 2928200 ticks received from exchange SHFE
[2024.06.13 00:22:55 - info ] 2928400 ticks received from exchange SHFE
[2024.06.13 00:22:59 - info ] 2928600 ticks received from exchange SHFE
[2024.06.13 00:23:01 - info ] 699000 ticks received from exchange INE
[2024.06.13 00:23:03 - info ] 2928800 ticks received from exchange SHFE
[2024.06.13 00:23:08 - info ] 2929000 ticks received from exchange SHFE
[2024.06.13 00:23:13 - info ] 2929200 ticks received from exchange SHFE
[2024.06.13 00:23:16 - info ] 699200 ticks received from exchange INE
[2024.06.13 00:23:19 - info ] 2929400 ticks received from exchange SHFE
[2024.06.13 00:23:23 - info ] 2929600 ticks received from exchange SHFE
[2024.06.13 00:23:27 - info ] 2929800 ticks received from exchange SHFE
[2024.06.13 00:23:30 - info ] 2930000 ticks received from exchange SHFE
[2024.06.13 00:23:33 - info ] 2930200 ticks received from exchange SHFE
[2024.06.13 00:23:36 - info ] 699400 ticks received from exchange INE
[2024.06.13 00:23:36 - info ] 2930400 ticks received from exchange SHFE
[2024.06.13 00:23:40 - info ] 2930600 ticks received from exchange SHFE
[2024.06.13 00:23:43 - info ] 2930800 ticks received from exchange SHFE
[2024.06.13 00:23:47 - info ] 2931000 ticks received from exchange SHFE
[2024.06.13 00:23:51 - info ] 2931200 ticks received from exchange SHFE
[2024.06.13 00:23:55 - info ] 699600 ticks received from exchange INE
[2024.06.13 00:23:55 - info ] 2931400 ticks received from exchange SHFE
[2024.06.13 00:24:00 - info ] 2931600 ticks received from exchange SHFE
[2024.06.13 00:24:03 - info ] 2931800 ticks received from exchange SHFE
[2024.06.13 00:24:07 - info ] 2932000 ticks received from exchange SHFE
[2024.06.13 00:24:11 - info ] 699800 ticks received from exchange INE
[2024.06.13 00:24:11 - info ] 2932200 ticks received from exchange SHFE
[2024.06.13 00:24:15 - info ] 2932400 ticks received from exchange SHFE
[2024.06.13 00:24:19 - info ] tick cache of SHFE.pb2406 mapping expired, automatically closed
[2024.06.13 00:24:19 - info ] min1 cache of SHFE.pb2406 mapping expired, automatically closed
[2024.06.13 00:24:19 - info ] min5 cache of SHFE.pb2406 mapping expired, automatically closed
[2024.06.13 00:24:19 - info ] 2932600 ticks received from exchange SHFE
[2024.06.13 00:24:23 - info ] 2932800 ticks received from exchange SHFE
[2024.06.13 00:24:26 - info ] 2933000 ticks received from exchange SHFE
[2024.06.13 00:24:28 - info ] 700000 ticks received from exchange INE
[2024.06.13 00:24:28 - info ] 2933200 ticks received from exchange SHFE
[2024.06.13 00:24:31 - info ] 2933400 ticks received from exchange SHFE
[2024.06.13 00:24:34 - info ] 2933600 ticks received from exchange SHFE
[2024.06.13 00:24:38 - info ] 2933800 ticks received from exchange SHFE
[2024.06.13 00:24:40 - info ] 2934000 ticks received from exchange SHFE
[2024.06.13 00:24:44 - info ] 2934200 ticks received from exchange SHFE
[2024.06.13 00:24:44 - info ] 700200 ticks received from exchange INE
[2024.06.13 00:24:47 - info ] 2934400 ticks received from exchange SHFE
[2024.06.13 00:24:52 - info ] 2934600 ticks received from exchange SHFE
[2024.06.13 00:24:54 - info ] 2934800 ticks received from exchange SHFE
[2024.06.13 00:24:58 - info ] 700400 ticks received from exchange INE
[2024.06.13 00:24:58 - info ] 2935000 ticks received from exchange SHFE
[2024.06.13 00:25:02 - info ] 2935200 ticks received from exchange SHFE
[2024.06.13 00:25:04 - info ] 2935400 ticks received from exchange SHFE
[2024.06.13 00:25:07 - info ] 2935600 ticks received from exchange SHFE
[2024.06.13 00:25:09 - info ] 2935800 ticks received from exchange SHFE
[2024.06.13 00:25:10 - info ] 700600 ticks received from exchange INE
[2024.06.13 00:25:12 - info ] 2936000 ticks received from exchange SHFE
[2024.06.13 00:25:15 - info ] 2936200 ticks received from exchange SHFE
[2024.06.13 00:25:19 - info ] 2936400 ticks received from exchange SHFE
[2024.06.13 00:25:22 - info ] 2936600 ticks received from exchange SHFE
[2024.06.13 00:25:25 - info ] 2936800 ticks received from exchange SHFE
[2024.06.13 00:25:27 - info ] 700800 ticks received from exchange INE
[2024.06.13 00:25:30 - info ] 2937000 ticks received from exchange SHFE
[2024.06.13 00:25:33 - info ] 2937200 ticks received from exchange SHFE
[2024.06.13 00:25:37 - info ] 2937400 ticks received from exchange SHFE
[2024.06.13 00:25:40 - info ] 2937600 ticks received from exchange SHFE
[2024.06.13 00:25:43 - info ] 2937800 ticks received from exchange SHFE
[2024.06.13 00:25:43 - info ] 701000 ticks received from exchange INE
[2024.06.13 00:25:45 - info ] 2938000 ticks received from exchange SHFE
[2024.06.13 00:25:48 - info ] 2938200 ticks received from exchange SHFE
[2024.06.13 00:25:51 - info ] 2938400 ticks received from exchange SHFE
[2024.06.13 00:25:55 - info ] 2938600 ticks received from exchange SHFE
[2024.06.13 00:25:56 - info ] 701200 ticks received from exchange INE
[2024.06.13 00:25:59 - info ] 2938800 ticks received from exchange SHFE
[2024.06.13 00:26:05 - info ] 2939000 ticks received from exchange SHFE
[2024.06.13 00:26:08 - info ] 2939200 ticks received from exchange SHFE
[2024.06.13 00:26:09 - info ] 701400 ticks received from exchange INE
[2024.06.13 00:26:11 - info ] 2939400 ticks received from exchange SHFE
[2024.06.13 00:26:14 - info ] 2939600 ticks received from exchange SHFE
[2024.06.13 00:26:16 - info ] 2939800 ticks received from exchange SHFE
[2024.06.13 00:26:19 - info ] 2940000 ticks received from exchange SHFE
[2024.06.13 00:26:23 - info ] 701600 ticks received from exchange INE
[2024.06.13 00:26:23 - info ] 2940200 ticks received from exchange SHFE
[2024.06.13 00:26:26 - info ] 2940400 ticks received from exchange SHFE
[2024.06.13 00:26:30 - info ] 2940600 ticks received from exchange SHFE
[2024.06.13 00:26:33 - info ] 2940800 ticks received from exchange SHFE
[2024.06.13 00:26:36 - info ] 2941000 ticks received from exchange SHFE
[2024.06.13 00:26:36 - info ] 701800 ticks received from exchange INE
[2024.06.13 00:26:40 - info ] 2941200 ticks received from exchange SHFE
[2024.06.13 00:26:43 - info ] 2941400 ticks received from exchange SHFE
[2024.06.13 00:26:47 - info ] 2941600 ticks received from exchange SHFE
[2024.06.13 00:26:50 - info ] 702000 ticks received from exchange INE
[2024.06.13 00:26:51 - info ] 2941800 ticks received from exchange SHFE
[2024.06.13 00:26:55 - info ] 2942000 ticks received from exchange SHFE
[2024.06.13 00:26:59 - info ] 2942200 ticks received from exchange SHFE
[2024.06.13 00:27:03 - info ] 2942400 ticks received from exchange SHFE
[2024.06.13 00:27:05 - info ] 702200 ticks received from exchange INE
[2024.06.13 00:27:07 - info ] 2942600 ticks received from exchange SHFE
[2024.06.13 00:27:10 - info ] 2942800 ticks received from exchange SHFE
[2024.06.13 00:27:13 - info ] 2943000 ticks received from exchange SHFE
[2024.06.13 00:27:17 - info ] 2943200 ticks received from exchange SHFE
[2024.06.13 00:27:20 - info ] 702400 ticks received from exchange INE
[2024.06.13 00:27:20 - info ] 2943400 ticks received from exchange SHFE
[2024.06.13 00:27:25 - info ] 2943600 ticks received from exchange SHFE
[2024.06.13 00:27:30 - info ] 2943800 ticks received from exchange SHFE
[2024.06.13 00:27:32 - debug] RT tick block of SHFE.sn2501 resized to 10000
[2024.06.13 00:27:35 - info ] 2944000 ticks received from exchange SHFE
[2024.06.13 00:27:37 - info ] 702600 ticks received from exchange INE
[2024.06.13 00:27:38 - info ] 2944200 ticks received from exchange SHFE
[2024.06.13 00:27:42 - info ] 2944400 ticks received from exchange SHFE
[2024.06.13 00:27:45 - info ] 2944600 ticks received from exchange SHFE
[2024.06.13 00:27:51 - info ] 2944800 ticks received from exchange SHFE
[2024.06.13 00:27:51 - info ] 702800 ticks received from exchange INE
[2024.06.13 00:27:56 - info ] 2945000 ticks received from exchange SHFE
[2024.06.13 00:28:00 - info ] 2945200 ticks received from exchange SHFE
[2024.06.13 00:28:04 - info ] 2945400 ticks received from exchange SHFE
[2024.06.13 00:28:06 - info ] 703000 ticks received from exchange INE
[2024.06.13 00:28:07 - info ] 2945600 ticks received from exchange SHFE
[2024.06.13 00:28:10 - info ] 2945800 ticks received from exchange SHFE
[2024.06.13 00:28:14 - info ] 2946000 ticks received from exchange SHFE
[2024.06.13 00:28:17 - info ] 703200 ticks received from exchange INE
[2024.06.13 00:28:17 - info ] 2946200 ticks received from exchange SHFE
[2024.06.13 00:28:20 - info ] 2946400 ticks received from exchange SHFE
[2024.06.13 00:28:25 - info ] 2946600 ticks received from exchange SHFE
[2024.06.13 00:28:29 - info ] 2946800 ticks received from exchange SHFE
[2024.06.13 00:28:32 - info ] 703400 ticks received from exchange INE
[2024.06.13 00:28:33 - info ] 2947000 ticks received from exchange SHFE
[2024.06.13 00:28:37 - info ] 2947200 ticks received from exchange SHFE
[2024.06.13 00:28:41 - info ] 2947400 ticks received from exchange SHFE
[2024.06.13 00:28:46 - info ] 2947600 ticks received from exchange SHFE
[2024.06.13 00:28:47 - info ] 703600 ticks received from exchange INE
[2024.06.13 00:28:48 - info ] 2947800 ticks received from exchange SHFE
[2024.06.13 00:28:52 - info ] 2948000 ticks received from exchange SHFE
[2024.06.13 00:28:56 - info ] 2948200 ticks received from exchange SHFE
[2024.06.13 00:29:01 - info ] 2948400 ticks received from exchange SHFE
[2024.06.13 00:29:04 - info ] 703800 ticks received from exchange INE
[2024.06.13 00:29:04 - info ] 2948600 ticks received from exchange SHFE
[2024.06.13 00:29:07 - info ] 2948800 ticks received from exchange SHFE
[2024.06.13 00:29:11 - info ] 2949000 ticks received from exchange SHFE
[2024.06.13 00:29:13 - debug] RT tick block of SHFE.ni2503 resized to 7500
[2024.06.13 00:29:14 - info ] 2949200 ticks received from exchange SHFE
[2024.06.13 00:29:18 - info ] 704000 ticks received from exchange INE
[2024.06.13 00:29:18 - info ] 2949400 ticks received from exchange SHFE
[2024.06.13 00:29:23 - info ] 2949600 ticks received from exchange SHFE
[2024.06.13 00:29:26 - info ] 2949800 ticks received from exchange SHFE
